ASSERTION	AAEDAAECAQAAAAAAAECfQA==
ASSERTION	AAEDAAEBAQAAAAAAAIizQA==
ASSERTION	AAECAAIBAAAAAAAAAPA/
RUN	parabank.LoginTest	logintest	1759980590411	 	3.3.1
REQUEST	457		Login Request	1759980611849	1759980612148	OK	 
USER	Login Test - Carga Pico	457	END	1759980611849	1759980612149
REQUEST	442		Login Request	1759980611854	1759980612160	OK	 
USER	Login Test - Carga Normal	442	END	1759980611854	1759980612161
REQUEST	456		Login Request	1759980611803	1759980612199	OK	 
USER	Login Test - Carga Pico	456	END	1759980611802	1759980612200
REQUEST	458		Login Request	1759980611895	1759980612203	OK	 
USER	Login Test - Carga Pico	464	START	1759980612202	1759980612202
USER	Login Test - Carga Pico	458	END	1759980611894	1759980612204
USER	Login Test - Carga Normal	446	START	1759980612217	1759980612217
USER	Login Test - Carga Pico	465	START	1759980612247	1759980612247
USER	Login Test - Carga Pico	466	START	1759980612294	1759980612294
REQUEST	459		Login Request	1759980611944	1759980612303	OK	 
USER	Login Test - Carga Pico	459	END	1759980611944	1759980612305
USER	Login Test - Carga Normal	447	START	1759980612309	1759980612309
REQUEST	443		Login Request	1759980611944	1759980612325	OK	 
USER	Login Test - Carga Normal	443	END	1759980611944	1759980612325
REQUEST	460		Login Request	1759980612003	1759980612333	OK	 
USER	Login Test - Carga Pico	460	END	1759980612002	1759980612334
USER	Login Test - Carga Pico	467	START	1759980612344	1759980612344
REQUEST	461		Login Request	1759980612050	1759980612397	OK	 
USER	Login Test - Carga Pico	461	END	1759980612049	1759980612397
USER	Login Test - Carga Pico	468	START	1759980612404	1759980612404
USER	Login Test - Carga Normal	448	START	1759980612404	1759980612404
REQUEST	444		Login Request	1759980612035	1759980612418	OK	 
USER	Login Test - Carga Normal	444	END	1759980612034	1759980612419
USER	Login Test - Carga Pico	481	START	1759980612465	1759980612465
REQUEST	445		Login Request	1759980612127	1759980612469	OK	 
USER	Login Test - Carga Normal	445	END	1759980612126	1759980612470
REQUEST	462		Login Request	1759980612096	1759980612491	OK	 
USER	Login Test - Carga Pico	462	END	1759980612095	1759980612492
USER	Login Test - Carga Normal	469	START	1759980612495	1759980612495
USER	Login Test - Carga Pico	482	START	1759980612514	1759980612514
REQUEST	463		Login Request	1759980612144	1759980612538	OK	 
USER	Login Test - Carga Pico	463	END	1759980612144	1759980612539
REQUEST	446		Login Request	1759980612217	1759980612548	OK	 
USER	Login Test - Carga Normal	446	END	1759980612217	1759980612549
USER	Login Test - Carga Pico	483	START	1759980612572	1759980612572
USER	Login Test - Carga Normal	470	START	1759980612589	1759980612589
REQUEST	464		Login Request	1759980612204	1759980612599	OK	 
USER	Login Test - Carga Pico	464	END	1759980612202	1759980612601
REQUEST	447		Login Request	1759980612310	1759980612602	OK	 
USER	Login Test - Carga Normal	447	END	1759980612309	1759980612603
USER	Login Test - Carga Pico	484	START	1759980612618	1759980612618
REQUEST	466		Login Request	1759980612294	1759980612628	OK	 
USER	Login Test - Carga Pico	466	END	1759980612294	1759980612629
USER	Login Test - Carga Normal	471	START	1759980612664	1759980612664
USER	Login Test - Carga Pico	485	START	1759980612664	1759980612664
REQUEST	467		Login Request	1759980612344	1759980612683	OK	 
USER	Login Test - Carga Pico	467	END	1759980612344	1759980612684
USER	Login Test - Carga Pico	486	START	1759980612714	1759980612714
USER	Login Test - Carga Normal	472	START	1759980612744	1759980612744
REQUEST	468		Login Request	1759980612405	1759980612746	OK	 
USER	Login Test - Carga Pico	468	END	1759980612404	1759980612747
USER	Login Test - Carga Pico	487	START	1759980612771	1759980612771
REQUEST	448		Login Request	1759980612405	1759980612793	OK	 
USER	Login Test - Carga Normal	448	END	1759980612404	1759980612794
REQUEST	481		Login Request	1759980612466	1759980612804	OK	 
USER	Login Test - Carga Pico	481	END	1759980612465	1759980612805
USER	Login Test - Carga Pico	488	START	1759980612820	1759980612820
USER	Login Test - Carga Normal	473	START	1759980612835	1759980612835
REQUEST	469		Login Request	1759980612496	1759980612837	OK	 
USER	Login Test - Carga Normal	469	END	1759980612495	1759980612838
USER	Login Test - Carga Pico	489	START	1759980612893	1759980612893
REQUEST	482		Login Request	1759980612514	1759980612897	OK	 
USER	Login Test - Carga Pico	482	END	1759980612514	1759980612898
REQUEST	470		Login Request	1759980612590	1759980612944	OK	 
USER	Login Test - Carga Normal	470	END	1759980612589	1759980612945
USER	Login Test - Carga Pico	490	START	1759980612951	1759980612951
USER	Login Test - Carga Normal	474	START	1759980612951	1759980612951
REQUEST	483		Login Request	1759980612573	1759980612959	OK	 
USER	Login Test - Carga Pico	483	END	1759980612572	1759980612960
REQUEST	484		Login Request	1759980612619	1759980612965	OK	 
USER	Login Test - Carga Pico	484	END	1759980612618	1759980612966
USER	Login Test - Carga Pico	491	START	1759980612977	1759980612977
USER	Login Test - Carga Normal	475	START	1759980612994	1759980612994
REQUEST	471		Login Request	1759980612664	1759980613005	OK	 
USER	Login Test - Carga Normal	471	END	1759980612664	1759980613007
USER	Login Test - Carga Pico	492	START	1759980613036	1759980613036
REQUEST	485		Login Request	1759980612664	1759980613061	OK	 
USER	Login Test - Carga Pico	485	END	1759980612664	1759980613062
USER	Login Test - Carga Pico	493	START	1759980613066	1759980613066
USER	Login Test - Carga Normal	476	START	1759980613084	1759980613084
REQUEST	472		Login Request	1759980612744	1759980613105	OK	 
USER	Login Test - Carga Normal	472	END	1759980612744	1759980613106
USER	Login Test - Carga Pico	494	START	1759980613114	1759980613114
REQUEST	487		Login Request	1759980612772	1759980613160	OK	 
USER	Login Test - Carga Pico	487	END	1759980612771	1759980613161
USER	Login Test - Carga Pico	495	START	1759980613164	1759980613164
USER	Login Test - Carga Normal	477	START	1759980613164	1759980613164
REQUEST	473		Login Request	1759980612836	1759980613185	OK	 
USER	Login Test - Carga Normal	473	END	1759980612835	1759980613185
REQUEST	488		Login Request	1759980612820	1759980613217	OK	 
USER	Login Test - Carga Pico	488	END	1759980612820	1759980613218
USER	Login Test - Carga Pico	496	START	1759980613221	1759980613221
USER	Login Test - Carga Normal	478	START	1759980613252	1759980613252
USER	Login Test - Carga Pico	497	START	1759980613268	1759980613268
REQUEST	490		Login Request	1759980612952	1759980613283	OK	 
USER	Login Test - Carga Pico	490	END	1759980612951	1759980613284
REQUEST	486		Login Request	1759980612714	1759980613286	OK	 
USER	Login Test - Carga Pico	486	END	1759980612714	1759980613287
REQUEST	489		Login Request	1759980612894	1759980613290	OK	 
USER	Login Test - Carga Pico	489	END	1759980612893	1759980613291
REQUEST	475		Login Request	1759980612994	1759980613292	OK	 
USER	Login Test - Carga Normal	475	END	1759980612994	1759980613293
REQUEST	474		Login Request	1759980612952	1759980613309	OK	 
USER	Login Test - Carga Normal	474	END	1759980612951	1759980613310
USER	Login Test - Carga Pico	498	START	1759980613314	1759980613314
REQUEST	491		Login Request	1759980612977	1759980613325	OK	 
USER	Login Test - Carga Pico	491	END	1759980612977	1759980613326
USER	Login Test - Carga Normal	479	START	1759980613335	1759980613335
USER	Login Test - Carga Pico	499	START	1759980613364	1759980613364
REQUEST	476		Login Request	1759980613084	1759980613374	OK	 
USER	Login Test - Carga Normal	476	END	1759980613084	1759980613374
REQUEST	493		Login Request	1759980613066	1759980613405	OK	 
USER	Login Test - Carga Pico	493	END	1759980613066	1759980613406
REQUEST	492		Login Request	1759980613037	1759980613413	OK	 
USER	Login Test - Carga Pico	492	END	1759980613036	1759980613414
USER	Login Test - Carga Normal	480	START	1759980613423	1759980613423
USER	Login Test - Carga Pico	500	START	1759980613423	1759980613423
USER	Login Test - Carga Pico	513	START	1759980613470	1759980613470
REQUEST	494		Login Request	1759980613114	1759980613486	OK	 
USER	Login Test - Carga Pico	494	END	1759980613114	1759980613487
REQUEST	477		Login Request	1759980613164	1759980613496	OK	 
USER	Login Test - Carga Normal	477	END	1759980613164	1759980613497
USER	Login Test - Carga Normal	501	START	1759980613501	1759980613501
USER	Login Test - Carga Pico	514	START	1759980613504	1759980613504
REQUEST	495		Login Request	1759980613164	1759980613510	OK	 
USER	Login Test - Carga Pico	495	END	1759980613164	1759980613512
REQUEST	425		Login Request	1759980610784	1759980613531	OK	 
USER	Login Test - Carga Pico	425	END	1759980610783	1759980613533
REQUEST	496		Login Request	1759980613223	1759980613559	OK	 
USER	Login Test - Carga Pico	496	END	1759980613221	1759980613560
USER	Login Test - Carga Pico	515	START	1759980613563	1759980613563
USER	Login Test - Carga Normal	502	START	1759980613593	1759980613593
REQUEST	497		Login Request	1759980613269	1759980613606	OK	 
USER	Login Test - Carga Pico	497	END	1759980613268	1759980613607
USER	Login Test - Carga Pico	516	START	1759980613609	1759980613609
REQUEST	478		Login Request	1759980613253	1759980613622	OK	 
USER	Login Test - Carga Normal	478	END	1759980613252	1759980613623
REQUEST	498		Login Request	1759980613314	1759980613643	OK	 
USER	Login Test - Carga Pico	498	END	1759980613314	1759980613644
USER	Login Test - Carga Pico	517	START	1759980613655	1759980613655
USER	Login Test - Carga Normal	503	START	1759980613671	1759980613671
REQUEST	499		Login Request	1759980613364	1759980613699	OK	 
USER	Login Test - Carga Pico	499	END	1759980613364	1759980613700
USER	Login Test - Carga Pico	518	START	1759980613702	1759980613702
REQUEST	479		Login Request	1759980613336	1759980613724	OK	 
USER	Login Test - Carga Normal	479	END	1759980613335	1759980613725
USER	Login Test - Carga Pico	519	START	1759980613749	1759980613749
USER	Login Test - Carga Normal	504	START	1759980613749	1759980613749
REQUEST	500		Login Request	1759980613423	1759980613757	OK	 
REQUEST	480		Login Request	1759980613423	1759980613757	OK	 
USER	Login Test - Carga Normal	480	END	1759980613423	1759980613758
USER	Login Test - Carga Pico	500	END	1759980613423	1759980613758
REQUEST	514		Login Request	1759980613505	1759980613783	OK	 
USER	Login Test - Carga Pico	514	END	1759980613504	1759980613784
USER	Login Test - Carga Pico	520	START	1759980613795	1759980613795
REQUEST	513		Login Request	1759980613471	1759980613809	OK	 
USER	Login Test - Carga Pico	513	END	1759980613470	1759980613811
REQUEST	501		Login Request	1759980613501	1759980613837	OK	 
USER	Login Test - Carga Normal	501	END	1759980613501	1759980613838
USER	Login Test - Carga Normal	505	START	1759980613841	1759980613841
USER	Login Test - Carga Pico	521	START	1759980613844	1759980613844
REQUEST	515		Login Request	1759980613564	1759980613896	OK	 
USER	Login Test - Carga Pico	515	END	1759980613563	1759980613897
USER	Login Test - Carga Pico	522	START	1759980613902	1759980613902
USER	Login Test - Carga Normal	506	START	1759980613918	1759980613918
USER	Login Test - Carga Pico	523	START	1759980613934	1759980613934
REQUEST	502		Login Request	1759980613594	1759980613980	OK	 
USER	Login Test - Carga Normal	502	END	1759980613593	1759980613981
USER	Login Test - Carga Pico	524	START	1759980613984	1759980613984
REQUEST	517		Login Request	1759980613656	1759980613988	OK	 
USER	Login Test - Carga Pico	517	END	1759980613655	1759980613989
USER	Login Test - Carga Normal	507	START	1759980613994	1759980613994
REQUEST	503		Login Request	1759980613672	1759980614005	OK	 
USER	Login Test - Carga Normal	503	END	1759980613671	1759980614006
USER	Login Test - Carga Pico	525	START	1759980614040	1759980614040
REQUEST	518		Login Request	1759980613703	1759980614042	OK	 
REQUEST	519		Login Request	1759980613750	1759980614042	OK	 
USER	Login Test - Carga Pico	518	END	1759980613702	1759980614042
USER	Login Test - Carga Pico	519	END	1759980613749	1759980614043
USER	Login Test - Carga Pico	526	START	1759980614087	1759980614087
USER	Login Test - Carga Normal	508	START	1759980614087	1759980614087
USER	Login Test - Carga Pico	527	START	1759980614132	1759980614132
REQUEST	504		Login Request	1759980613750	1759980614133	OK	 
USER	Login Test - Carga Normal	504	END	1759980613749	1759980614134
USER	Login Test - Carga Normal	509	START	1759980614164	1759980614164
REQUEST	505		Login Request	1759980613842	1759980614173	OK	 
USER	Login Test - Carga Normal	505	END	1759980613841	1759980614174
USER	Login Test - Carga Pico	528	START	1759980614177	1759980614177
REQUEST	520		Login Request	1759980613796	1759980614183	OK	 
USER	Login Test - Carga Pico	520	END	1759980613795	1759980614184
REQUEST	506		Login Request	1759980613919	1759980614209	OK	 
USER	Login Test - Carga Normal	506	END	1759980613918	1759980614210
USER	Login Test - Carga Pico	529	START	1759980614224	1759980614224
USER	Login Test - Carga Normal	510	START	1759980614244	1759980614244
REQUEST	516		Login Request	1759980613609	1759980614250	OK	 
USER	Login Test - Carga Pico	516	END	1759980613609	1759980614252
USER	Login Test - Carga Pico	530	START	1759980614274	1759980614274
REQUEST	524		Login Request	1759980613984	1759980614281	OK	 
USER	Login Test - Carga Pico	524	END	1759980613984	1759980614282
REQUEST	522		Login Request	1759980613904	1759980614298	OK	 
USER	Login Test - Carga Pico	522	END	1759980613902	1759980614300
USER	Login Test - Carga Pico	531	START	1759980614314	1759980614314
REQUEST	507		Login Request	1759980613995	1759980614332	OK	 
USER	Login Test - Carga Normal	507	END	1759980613994	1759980614333
REQUEST	523		Login Request	1759980613935	1759980614333	OK	 
USER	Login Test - Carga Normal	511	START	1759980614334	1759980614334
USER	Login Test - Carga Pico	523	END	1759980613934	1759980614334
USER	Login Test - Carga Pico	532	START	1759980614364	1759980614364
REQUEST	526		Login Request	1759980614087	1759980614375	OK	 
USER	Login Test - Carga Pico	526	END	1759980614087	1759980614376
USER	Login Test - Carga Normal	512	START	1759980614422	1759980614422
USER	Login Test - Carga Pico	533	START	1759980614422	1759980614422
REQUEST	525		Login Request	1759980614040	1759980614428	OK	 
USER	Login Test - Carga Pico	525	END	1759980614040	1759980614428
REQUEST	508		Login Request	1759980614087	1759980614439	OK	 
USER	Login Test - Carga Normal	508	END	1759980614087	1759980614440
USER	Login Test - Carga Pico	547	START	1759980614468	1759980614468
REQUEST	527		Login Request	1759980614132	1759980614481	OK	 
USER	Login Test - Carga Pico	527	END	1759980614132	1759980614481
USER	Login Test - Carga Normal	534	START	1759980614498	1759980614498
REQUEST	528		Login Request	1759980614178	1759980614511	OK	 
USER	Login Test - Carga Pico	528	END	1759980614177	1759980614511
USER	Login Test - Carga Pico	548	START	1759980614514	1759980614514
REQUEST	509		Login Request	1759980614164	1759980614540	OK	 
USER	Login Test - Carga Normal	509	END	1759980614164	1759980614541
USER	Login Test - Carga Pico	549	START	1759980614561	1759980614561
USER	Login Test - Carga Normal	535	START	1759980614564	1759980614564
REQUEST	529		Login Request	1759980614224	1759980614568	OK	 
USER	Login Test - Carga Pico	529	END	1759980614224	1759980614568
USER	Login Test - Carga Pico	550	START	1759980614608	1759980614608
REQUEST	510		Login Request	1759980614244	1759980614620	OK	 
USER	Login Test - Carga Normal	510	END	1759980614244	1759980614621
REQUEST	531		Login Request	1759980614314	1759980614651	OK	 
USER	Login Test - Carga Pico	531	END	1759980614314	1759980614652
USER	Login Test - Carga Pico	551	START	1759980614654	1759980614654
USER	Login Test - Carga Normal	536	START	1759980614653	1759980614653
REQUEST	530		Login Request	1759980614274	1759980614674	OK	 
USER	Login Test - Carga Pico	530	END	1759980614274	1759980614674
REQUEST	511		Login Request	1759980614334	1759980614711	OK	 
USER	Login Test - Carga Normal	511	END	1759980614334	1759980614711
USER	Login Test - Carga Pico	552	START	1759980614714	1759980614714
USER	Login Test - Carga Normal	537	START	1759980614730	1759980614730
REQUEST	532		Login Request	1759980614364	1759980614739	OK	 
USER	Login Test - Carga Pico	532	END	1759980614364	1759980614740
USER	Login Test - Carga Pico	553	START	1759980614745	1759980614745
REQUEST	533		Login Request	1759980614422	1759980614751	OK	 
USER	Login Test - Carga Pico	533	END	1759980614422	1759980614752
REQUEST	534		Login Request	1759980614498	1759980614782	OK	 
USER	Login Test - Carga Normal	534	END	1759980614498	1759980614783
REQUEST	547		Login Request	1759980614468	1759980614793	OK	 
USER	Login Test - Carga Pico	554	START	1759980614794	1759980614794
USER	Login Test - Carga Pico	547	END	1759980614468	1759980614794
REQUEST	548		Login Request	1759980614514	1759980614796	OK	 
USER	Login Test - Carga Pico	548	END	1759980614514	1759980614797
USER	Login Test - Carga Normal	538	START	1759980614807	1759980614807
REQUEST	512		Login Request	1759980614422	1759980614811	OK	 
USER	Login Test - Carga Normal	512	END	1759980614422	1759980614812
REQUEST	549		Login Request	1759980614561	1759980614843	OK	 
USER	Login Test - Carga Pico	549	END	1759980614561	1759980614844
USER	Login Test - Carga Pico	555	START	1759980614853	1759980614853
USER	Login Test - Carga Normal	539	START	1759980614874	1759980614874
REQUEST	550		Login Request	1759980614608	1759980614893	OK	 
USER	Login Test - Carga Pico	550	END	1759980614608	1759980614894
USER	Login Test - Carga Pico	556	START	1759980614900	1759980614900
USER	Login Test - Carga Pico	557	START	1759980614934	1759980614934
REQUEST	551		Login Request	1759980614654	1759980614943	OK	 
USER	Login Test - Carga Pico	551	END	1759980614654	1759980614943
REQUEST	535		Login Request	1759980614564	1759980614949	OK	 
USER	Login Test - Carga Normal	535	END	1759980614564	1759980614949
USER	Login Test - Carga Normal	540	START	1759980614961	1759980614961
REQUEST	536		Login Request	1759980614654	1759980614973	OK	 
USER	Login Test - Carga Normal	536	END	1759980614653	1759980614973
USER	Login Test - Carga Pico	558	START	1759980614992	1759980614992
USER	Login Test - Carga Normal	541	START	1759980615038	1759980615038
USER	Login Test - Carga Pico	559	START	1759980615038	1759980615038
REQUEST	537		Login Request	1759980614730	1759980615060	OK	 
USER	Login Test - Carga Normal	537	END	1759980614730	1759980615061
REQUEST	554		Login Request	1759980614794	1759980615079	OK	 
USER	Login Test - Carga Pico	554	END	1759980614794	1759980615079
USER	Login Test - Carga Pico	560	START	1759980615085	1759980615085
REQUEST	552		Login Request	1759980614715	1759980615096	OK	 
USER	Login Test - Carga Pico	552	END	1759980614714	1759980615097
USER	Login Test - Carga Normal	542	START	1759980615104	1759980615104
REQUEST	553		Login Request	1759980614746	1759980615122	OK	 
USER	Login Test - Carga Pico	553	END	1759980614745	1759980615122
USER	Login Test - Carga Pico	561	START	1759980615134	1759980615134
REQUEST	538		Login Request	1759980614808	1759980615143	OK	 
USER	Login Test - Carga Normal	538	END	1759980614807	1759980615143
REQUEST	555		Login Request	1759980614854	1759980615147	OK	 
USER	Login Test - Carga Pico	555	END	1759980614853	1759980615148
USER	Login Test - Carga Pico	562	START	1759980615177	1759980615177
USER	Login Test - Carga Normal	543	START	1759980615192	1759980615192
USER	Login Test - Carga Pico	563	START	1759980615224	1759980615224
REQUEST	556		Login Request	1759980614901	1759980615235	OK	 
USER	Login Test - Carga Pico	556	END	1759980614900	1759980615236
REQUEST	539		Login Request	1759980614874	1759980615250	OK	 
USER	Login Test - Carga Normal	539	END	1759980614874	1759980615250
USER	Login Test - Carga Normal	544	START	1759980615268	1759980615268
USER	Login Test - Carga Pico	564	START	1759980615283	1759980615283
REQUEST	540		Login Request	1759980614962	1759980615300	OK	 
REQUEST	558		Login Request	1759980614992	1759980615300	OK	 
USER	Login Test - Carga Pico	558	END	1759980614992	1759980615300
USER	Login Test - Carga Normal	540	END	1759980614961	1759980615300
REQUEST	557		Login Request	1759980614934	1759980615312	OK	 
USER	Login Test - Carga Pico	557	END	1759980614934	1759980615313
USER	Login Test - Carga Pico	565	START	1759980615331	1759980615331
USER	Login Test - Carga Normal	545	START	1759980615334	1759980615334
USER	Login Test - Carga Pico	566	START	1759980615364	1759980615364
REQUEST	541		Login Request	1759980615039	1759980615364	OK	 
USER	Login Test - Carga Normal	541	END	1759980615038	1759980615365
REQUEST	542		Login Request	1759980615104	1759980615392	OK	 
USER	Login Test - Carga Normal	542	END	1759980615104	1759980615392
REQUEST	561		Login Request	1759980615134	1759980615417	OK	 
USER	Login Test - Carga Pico	561	END	1759980615134	1759980615417
REQUEST	559		Login Request	1759980615039	1759980615419	OK	 
REQUEST	560		Login Request	1759980615086	1759980615419	OK	 
USER	Login Test - Carga Pico	559	END	1759980615038	1759980615420
USER	Login Test - Carga Pico	560	END	1759980615085	1759980615420
USER	Login Test - Carga Normal	546	START	1759980615423	1759980615423
USER	Login Test - Carga Pico	567	START	1759980615423	1759980615423
USER	Login Test - Carga Pico	581	START	1759980615469	1759980615469
USER	Login Test - Carga Normal	568	START	1759980615500	1759980615500
USER	Login Test - Carga Pico	582	START	1759980615504	1759980615504
REQUEST	563		Login Request	1759980615224	1759980615507	OK	 
USER	Login Test - Carga Pico	563	END	1759980615224	1759980615507
REQUEST	562		Login Request	1759980615178	1759980615520	OK	 
USER	Login Test - Carga Pico	562	END	1759980615177	1759980615520
REQUEST	543		Login Request	1759980615192	1759980615530	OK	 
USER	Login Test - Carga Normal	543	END	1759980615192	1759980615530
REQUEST	544		Login Request	1759980615269	1759980615550	OK	 
USER	Login Test - Carga Normal	544	END	1759980615268	1759980615551
USER	Login Test - Carga Pico	583	START	1759980615562	1759980615562
USER	Login Test - Carga Normal	569	START	1759980615564	1759980615564
REQUEST	564		Login Request	1759980615284	1759980615570	OK	 
USER	Login Test - Carga Pico	564	END	1759980615283	1759980615571
USER	Login Test - Carga Pico	584	START	1759980615594	1759980615594
USER	Login Test - Carga Normal	570	START	1759980615654	1759980615654
USER	Login Test - Carga Pico	585	START	1759980615654	1759980615654
REQUEST	545		Login Request	1759980615334	1759980615682	OK	 
USER	Login Test - Carga Normal	545	END	1759980615334	1759980615683
USER	Login Test - Carga Pico	586	START	1759980615686	1759980615686
REQUEST	566		Login Request	1759980615364	1759980615700	OK	 
USER	Login Test - Carga Pico	566	END	1759980615364	1759980615701
REQUEST	565		Login Request	1759980615331	1759980615712	OK	 
USER	Login Test - Carga Pico	565	END	1759980615331	1759980615712
USER	Login Test - Carga Normal	571	START	1759980615731	1759980615731
USER	Login Test - Carga Pico	587	START	1759980615734	1759980615734
USER	Login Test - Carga Pico	588	START	1759980615778	1759980615778
USER	Login Test - Carga Normal	572	START	1759980615810	1759980615810
REQUEST	546		Login Request	1759980615423	1759980615815	OK	 
USER	Login Test - Carga Normal	546	END	1759980615423	1759980615815
REQUEST	567		Login Request	1759980615423	1759980615817	OK	 
USER	Login Test - Carga Pico	567	END	1759980615423	1759980615818
USER	Login Test - Carga Pico	589	START	1759980615825	1759980615825
REQUEST	568		Login Request	1759980615501	1759980615828	OK	 
USER	Login Test - Carga Normal	568	END	1759980615500	1759980615829
REQUEST	582		Login Request	1759980615504	1759980615833	OK	 
USER	Login Test - Carga Pico	582	END	1759980615504	1759980615834
REQUEST	581		Login Request	1759980615470	1759980615861	OK	 
USER	Login Test - Carga Pico	581	END	1759980615469	1759980615862
USER	Login Test - Carga Normal	573	START	1759980615874	1759980615874
USER	Login Test - Carga Pico	590	START	1759980615874	1759980615874
REQUEST	569		Login Request	1759980615564	1759980615897	OK	 
USER	Login Test - Carga Normal	569	END	1759980615564	1759980615898
USER	Login Test - Carga Pico	591	START	1759980615919	1759980615919
REQUEST	583		Login Request	1759980615562	1759980615947	OK	 
USER	Login Test - Carga Pico	583	END	1759980615562	1759980615947
USER	Login Test - Carga Normal	574	START	1759980615954	1759980615954
USER	Login Test - Carga Pico	592	START	1759980615966	1759980615966
REQUEST	411		Login Request	1759980610784	1759980615969	OK	 
USER	Login Test - Carga Normal	411	END	1759980610783	1759980615970
REQUEST	584		Login Request	1759980615594	1759980615988	OK	 
USER	Login Test - Carga Pico	584	END	1759980615594	1759980615989
REQUEST	570		Login Request	1759980615655	1759980615991	OK	 
USER	Login Test - Carga Normal	570	END	1759980615654	1759980615992
REQUEST	585		Login Request	1759980615655	1759980616001	OK	 
USER	Login Test - Carga Pico	585	END	1759980615654	1759980616002
USER	Login Test - Carga Pico	593	START	1759980616011	1759980616011
REQUEST	586		Login Request	1759980615686	1759980616028	OK	 
USER	Login Test - Carga Pico	586	END	1759980615686	1759980616029
USER	Login Test - Carga Normal	575	START	1759980616043	1759980616043
USER	Login Test - Carga Pico	594	START	1759980616058	1759980616058
REQUEST	571		Login Request	1759980615731	1759980616067	OK	 
USER	Login Test - Carga Normal	571	END	1759980615731	1759980616067
REQUEST	588		Login Request	1759980615778	1759980616072	OK	 
USER	Login Test - Carga Pico	588	END	1759980615778	1759980616073
USER	Login Test - Carga Pico	595	START	1759980616103	1759980616103
USER	Login Test - Carga Normal	576	START	1759980616104	1759980616104
REQUEST	572		Login Request	1759980615810	1759980616109	OK	 
USER	Login Test - Carga Normal	572	END	1759980615810	1759980616110
REQUEST	587		Login Request	1759980615734	1759980616114	OK	 
USER	Login Test - Carga Pico	587	END	1759980615734	1759980616115
REQUEST	589		Login Request	1759980615825	1759980616123	OK	 
USER	Login Test - Carga Pico	589	END	1759980615825	1759980616124
USER	Login Test - Carga Pico	596	START	1759980616148	1759980616148
USER	Login Test - Carga Normal	577	START	1759980616184	1759980616184
USER	Login Test - Carga Pico	597	START	1759980616184	1759980616184
REQUEST	591		Login Request	1759980615920	1759980616216	OK	 
USER	Login Test - Carga Pico	591	END	1759980615919	1759980616217
REQUEST	573		Login Request	1759980615874	1759980616221	OK	 
USER	Login Test - Carga Normal	573	END	1759980615874	1759980616222
USER	Login Test - Carga Pico	598	START	1759980616242	1759980616242
REQUEST	590		Login Request	1759980615874	1759980616254	OK	 
USER	Login Test - Carga Pico	590	END	1759980615874	1759980616254
USER	Login Test - Carga Pico	599	START	1759980616274	1759980616274
USER	Login Test - Carga Normal	578	START	1759980616273	1759980616273
REQUEST	592		Login Request	1759980615966	1759980616308	OK	 
REQUEST	593		Login Request	1759980616012	1759980616308	OK	 
USER	Login Test - Carga Pico	592	END	1759980615966	1759980616309
USER	Login Test - Carga Pico	593	END	1759980616011	1759980616309
USER	Login Test - Carga Pico	600	START	1759980616324	1759980616324
REQUEST	574		Login Request	1759980615954	1759980616331	OK	 
USER	Login Test - Carga Normal	574	END	1759980615954	1759980616332
USER	Login Test - Carga Normal	579	START	1759980616336	1759980616336
REQUEST	594		Login Request	1759980616059	1759980616356	OK	 
USER	Login Test - Carga Pico	594	END	1759980616058	1759980616357
REQUEST	575		Login Request	1759980616044	1759980616382	OK	 
USER	Login Test - Carga Normal	575	END	1759980616043	1759980616383
USER	Login Test - Carga Pico	601	START	1759980616383	1759980616383
REQUEST	595		Login Request	1759980616103	1759980616399	OK	 
USER	Login Test - Carga Pico	595	END	1759980616103	1759980616400
USER	Login Test - Carga Pico	602	START	1759980616414	1759980616414
USER	Login Test - Carga Normal	580	START	1759980616414	1759980616414
REQUEST	576		Login Request	1759980616104	1759980616440	OK	 
USER	Login Test - Carga Normal	576	END	1759980616104	1759980616441
USER	Login Test - Carga Pico	616	START	1759980616464	1759980616464
REQUEST	597		Login Request	1759980616184	1759980616475	OK	 
USER	Login Test - Carga Pico	597	END	1759980616184	1759980616475
REQUEST	596		Login Request	1759980616149	1759980616487	OK	 
USER	Login Test - Carga Pico	596	END	1759980616148	1759980616487
USER	Login Test - Carga Normal	603	START	1759980616494	1759980616494
USER	Login Test - Carga Pico	617	START	1759980616507	1759980616507
USER	Login Test - Carga Pico	618	START	1759980616554	1759980616554
USER	Login Test - Carga Normal	604	START	1759980616570	1759980616570
REQUEST	577		Login Request	1759980616184	1759980616575	OK	 
USER	Login Test - Carga Normal	577	END	1759980616184	1759980616576
USER	Login Test - Carga Pico	619	START	1759980616601	1759980616601
REQUEST	598		Login Request	1759980616242	1759980616623	OK	 
USER	Login Test - Carga Pico	598	END	1759980616242	1759980616624
USER	Login Test - Carga Normal	605	START	1759980616647	1759980616647
USER	Login Test - Carga Pico	620	START	1759980616647	1759980616647
REQUEST	578		Login Request	1759980616274	1759980616654	OK	 
USER	Login Test - Carga Normal	578	END	1759980616273	1759980616654
REQUEST	599		Login Request	1759980616274	1759980616656	OK	 
USER	Login Test - Carga Pico	599	END	1759980616274	1759980616657
REQUEST	600		Login Request	1759980616324	1759980616660	OK	 
USER	Login Test - Carga Pico	600	END	1759980616324	1759980616660
REQUEST	521		Login Request	1759980613844	1759980616686	OK	 
USER	Login Test - Carga Pico	521	END	1759980613844	1759980616687
