ASSERTION	AAEDAAECAQAAAAAAAHCnQA==
ASSERTION	AAEDAAEEAAAAAAAAwFdAAQAAAAAAAHCnQA==
ASSERTION	AAECAAIBAAAAAAAAAPA/
ASSERTION	AAEDAAEBAQAAAAAAAIizQA==
ASSERTION	AAECAAMCAAAAAAAAwFhA
RUN	parabank.AccountStatementsTest	accountstatementstest	1759981929683	 	3.3.1
REQUEST	1123		Get Account Statement Request	1759981991575	1759981991721	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1123	END	1759981990020	1759981991721
REQUEST	1139		Get Accounts Request	1759981991621	1759981991750	OK	 
REQUEST	1125		Get Account Statement Request	1759981991621	1759981991760	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1125	END	1759981990116	1759981991761
REQUEST	1126		Get Account Statement Request	1759981991636	1759981991770	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1126	END	1759981990173	1759981991771
USER	Account Statements Test - 200 Usuarios Simultáneos	1158	START	1759981991774	1759981991774
REQUEST	1127		Get Account Statement Request	1759981991656	1759981991784	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1127	END	1759981990218	1759981991784
REQUEST	1151		Login Request	1759981991426	1759981991811	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1159	START	1759981991820	1759981991820
REQUEST	1140		Get Accounts Request	1759981991686	1759981991827	OK	 
REQUEST	1138		Get Accounts Request	1759981991669	1759981991836	OK	 
REQUEST	1153		Login Request	1759981991517	1759981991860	OK	 
REQUEST	1152		Login Request	1759981991467	1759981991860	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1160	START	1759981991867	1759981991867
REQUEST	1155		Login Request	1759981991621	1759981991905	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1161	START	1759981991916	1759981991916
REQUEST	1142		Get Accounts Request	1759981991789	1759981991921	OK	 
REQUEST	1154		Login Request	1759981991575	1759981991921	OK	 
REQUEST	1128		Get Account Statement Request	1759981991774	1759981991922	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1128	END	1759981990266	1759981991922
REQUEST	1129		Get Account Statement Request	1759981991806	1759981991945	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1129	END	1759981990316	1759981991945
REQUEST	1141		Get Accounts Request	1759981991820	1759981991972	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1162	START	1759981991975	1759981991975
REQUEST	1156		Login Request	1759981991668	1759981992017	OK	 
REQUEST	1130		Get Account Statement Request	1759981991867	1759981992018	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1130	END	1759981990373	1759981992019
USER	Account Statements Test - 200 Usuarios Simultáneos	1163	START	1759981992020	1759981992020
REQUEST	1143		Get Accounts Request	1759981991882	1759981992031	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1164	START	1759981992066	1759981992066
REQUEST	1157		Login Request	1759981991716	1759981992097	OK	 
REQUEST	1158		Login Request	1759981991774	1759981992105	OK	 
REQUEST	1159		Login Request	1759981991820	1759981992105	OK	 
REQUEST	1146		Get Accounts Request	1759981991976	1759981992107	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1165	START	1759981992126	1759981992126
REQUEST	1132		Get Account Statement Request	1759981991976	1759981992128	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1132	END	1759981990483	1759981992128
REQUEST	1131		Get Account Statement Request	1759981991976	1759981992139	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1131	END	1759981990420	1759981992139
REQUEST	1144		Get Accounts Request	1759981991989	1759981992152	OK	 
REQUEST	1147		Get Accounts Request	1759981992020	1759981992159	OK	 
REQUEST	1134		Get Account Statement Request	1759981992020	1759981992160	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1134	END	1759981990576	1759981992160
REQUEST	1160		Login Request	1759981991867	1759981992162	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1166	START	1759981992172	1759981992172
REQUEST	1133		Get Account Statement Request	1759981992036	1759981992179	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1133	END	1759981990530	1759981992180
REQUEST	1135		Get Account Statement Request	1759981992066	1759981992204	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1135	END	1759981990626	1759981992205
USER	Account Statements Test - 200 Usuarios Simultáneos	1167	START	1759981992220	1759981992220
REQUEST	1161		Login Request	1759981991916	1759981992255	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1168	START	1759981992266	1759981992266
USER	Account Statements Test - 200 Usuarios Simultáneos	1169	START	1759981992316	1759981992316
REQUEST	1136		Get Account Statement Request	1759981992176	1759981992317	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1136	END	1759981990683	1759981992317
REQUEST	1162		Login Request	1759981991975	1759981992322	OK	 
REQUEST	1149		Get Accounts Request	1759981992189	1759981992333	OK	 
REQUEST	1163		Login Request	1759981992020	1759981992358	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1170	START	1759981992373	1759981992373
REQUEST	1137		Get Account Statement Request	1759981992235	1759981992375	OK	 
REQUEST	1150		Get Accounts Request	1759981992236	1759981992375	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1137	END	1759981990730	1759981992375
REQUEST	1139		Get Account Statement Request	1759981992267	1759981992408	OK	 
REQUEST	1145		Get Accounts Request	1759981991976	1759981992408	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1139	END	1759981990826	1759981992408
REQUEST	1148		Get Accounts Request	1759981992189	1759981992418	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1171	START	1759981992419	1759981992419
REQUEST	1164		Login Request	1759981992066	1759981992443	OK	 
REQUEST	1140		Get Account Statement Request	1759981992327	1759981992460	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1140	END	1759981990884	1759981992460
REQUEST	1166		Login Request	1759981992173	1759981992470	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1172	START	1759981992481	1759981992481
REQUEST	1151		Get Accounts Request	1759981992327	1759981992481	OK	 
REQUEST	1138		Get Account Statement Request	1759981992343	1759981992496	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1138	END	1759981990777	1759981992496
REQUEST	1165		Login Request	1759981992127	1759981992511	OK	 
REQUEST	1153		Get Accounts Request	1759981992376	1759981992522	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1173	START	1759981992527	1759981992527
REQUEST	1152		Get Accounts Request	1759981992376	1759981992532	OK	 
REQUEST	1155		Get Accounts Request	1759981992419	1759981992551	OK	 
REQUEST	1142		Get Account Statement Request	1759981992419	1759981992553	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1142	END	1759981990977	1759981992553
REQUEST	1154		Get Accounts Request	1759981992436	1759981992576	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1174	START	1759981992576	1759981992576
REQUEST	1168		Login Request	1759981992267	1759981992603	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1175	START	1759981992634	1759981992634
REQUEST	1141		Get Account Statement Request	1759981992481	1759981992637	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1141	END	1759981990930	1759981992638
REQUEST	1143		Get Account Statement Request	1759981992516	1759981992656	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1143	END	1759981991026	1759981992656
REQUEST	1156		Get Accounts Request	1759981992527	1759981992669	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1176	START	1759981992681	1759981992681
REQUEST	1169		Login Request	1759981992317	1759981992696	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1177	START	1759981992728	1759981992728
REQUEST	1146		Get Account Statement Request	1759981992606	1759981992739	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1146	END	1759981991177	1759981992739
REQUEST	1159		Get Accounts Request	1759981992619	1759981992747	OK	 
REQUEST	1171		Login Request	1759981992419	1759981992747	OK	 
REQUEST	1170		Login Request	1759981992373	1759981992748	OK	 
REQUEST	1158		Get Accounts Request	1759981992619	1759981992761	OK	 
REQUEST	1157		Get Accounts Request	1759981992619	1759981992770	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1178	START	1759981992776	1759981992776
REQUEST	1172		Login Request	1759981992481	1759981992778	OK	 
REQUEST	1147		Get Account Statement Request	1759981992666	1759981992798	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1147	END	1759981991226	1759981992798
REQUEST	1160		Get Accounts Request	1759981992682	1759981992815	OK	 
REQUEST	1144		Get Account Statement Request	1759981992666	1759981992825	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1144	END	1759981991084	1759981992826
USER	Account Statements Test - 200 Usuarios Simultáneos	1179	START	1759981992826	1759981992826
USER	Account Statements Test - 200 Usuarios Simultáneos	1180	START	1759981992885	1759981992885
REQUEST	1173		Login Request	1759981992527	1759981992909	OK	 
REQUEST	1161		Get Accounts Request	1759981992776	1759981992916	OK	 
REQUEST	1167		Login Request	1759981992220	1759981992918	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1181	START	1759981992931	1759981992931
REQUEST	1174		Login Request	1759981992576	1759981992967	OK	 
REQUEST	1175		Login Request	1759981992634	1759981992968	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1182	START	1759981992977	1759981992977
REQUEST	1149		Get Account Statement Request	1759981992839	1759981992982	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1149	END	1759981991329	1759981992982
REQUEST	1162		Get Accounts Request	1759981992839	1759981992982	OK	 
REQUEST	1150		Get Account Statement Request	1759981992869	1759981993015	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1150	END	1759981991376	1759981993015
USER	Account Statements Test - 200 Usuarios Simultáneos	1183	START	1759981993026	1759981993026
REQUEST	1163		Get Accounts Request	1759981992885	1759981993028	OK	 
REQUEST	1176		Login Request	1759981992682	1759981993070	OK	 
REQUEST	1177		Login Request	1759981992729	1759981993070	OK	 
REQUEST	1145		Get Account Statement Request	1759981992916	1759981993070	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1145	END	1759981991131	1759981993071
REQUEST	1148		Get Account Statement Request	1759981992916	1759981993078	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1148	END	1759981991284	1759981993078
USER	Account Statements Test - 200 Usuarios Simultáneos	1184	START	1759981993084	1759981993084
REQUEST	1164		Get Accounts Request	1759981992962	1759981993116	OK	 
REQUEST	1166		Get Accounts Request	1759981992993	1759981993124	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1185	START	1759981993131	1759981993131
REQUEST	1151		Get Account Statement Request	1759981992993	1759981993144	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1151	END	1759981991426	1759981993144
REQUEST	1178		Login Request	1759981992777	1759981993163	OK	 
REQUEST	1153		Get Account Statement Request	1759981993026	1759981993174	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1153	END	1759981991516	1759981993174
REQUEST	1165		Get Accounts Request	1759981993024	1759981993175	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1186	START	1759981993178	1759981993178
REQUEST	1155		Get Account Statement Request	1759981993056	1759981993181	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1155	END	1759981991620	1759981993181
REQUEST	1152		Get Account Statement Request	1759981993039	1759981993190	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1152	END	1759981991467	1759981993191
REQUEST	1154		Get Account Statement Request	1759981993070	1759981993211	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1154	END	1759981991575	1759981993212
REQUEST	1179		Login Request	1759981992827	1759981993222	OK	 
REQUEST	1180		Login Request	1759981992885	1759981993224	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1187	START	1759981993226	1759981993226
REQUEST	1168		Get Accounts Request	1759981993116	1759981993255	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1188	START	1759981993286	1759981993286
REQUEST	1182		Login Request	1759981992977	1759981993316	OK	 
REQUEST	1156		Get Account Statement Request	1759981993178	1759981993321	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1156	END	1759981991668	1759981993322
REQUEST	1181		Login Request	1759981992931	1759981993325	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1189	START	1759981993332	1759981993332
REQUEST	1169		Get Accounts Request	1759981993209	1759981993364	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1190	START	1759981993377	1759981993377
REQUEST	1159		Get Account Statement Request	1759981993256	1759981993385	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1159	END	1759981991820	1759981993386
REQUEST	1183		Login Request	1759981993026	1759981993408	OK	 
REQUEST	1171		Get Accounts Request	1759981993271	1759981993412	OK	 
REQUEST	1157		Get Account Statement Request	1759981993256	1759981993412	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1157	END	1759981991716	1759981993413
REQUEST	1158		Get Account Statement Request	1759981993271	1759981993416	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1158	END	1759981991774	1759981993416
REQUEST	1184		Login Request	1759981993085	1759981993418	OK	 
REQUEST	1170		Get Accounts Request	1759981993271	1759981993426	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1191	START	1759981993426	1759981993426
REQUEST	1172		Get Accounts Request	1759981993301	1759981993429	OK	 
REQUEST	1160		Get Account Statement Request	1759981993317	1759981993451	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1160	END	1759981991867	1759981993451
USER	Account Statements Test - 200 Usuarios Simultáneos	1192	START	1759981993455	1759981993455
REQUEST	1185		Login Request	1759981993132	1759981993468	OK	 
REQUEST	1186		Login Request	1759981993178	1759981993514	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1193	START	1759981993516	1759981993516
USER	Account Statements Test - 200 Usuarios Simultáneos	1194	START	1759981993563	1759981993563
REQUEST	1161		Get Account Statement Request	1759981993424	1759981993568	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1161	END	1759981991916	1759981993569
REQUEST	1173		Get Accounts Request	1759981993424	1759981993578	OK	 
REQUEST	1167		Get Accounts Request	1759981993440	1759981993593	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1195	START	1759981993610	1759981993610
REQUEST	1188		Login Request	1759981993286	1759981993617	OK	 
REQUEST	1189		Login Request	1759981993332	1759981993617	OK	 
REQUEST	1175		Get Accounts Request	1759981993486	1759981993624	OK	 
REQUEST	1162		Get Account Statement Request	1759981993486	1759981993631	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1162	END	1759981991975	1759981993631
REQUEST	1174		Get Accounts Request	1759981993486	1759981993638	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1196	START	1759981993656	1759981993656
REQUEST	1187		Login Request	1759981993226	1759981993657	OK	 
REQUEST	1163		Get Account Statement Request	1759981993532	1759981993670	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1163	END	1759981992020	1759981993670
USER	Account Statements Test - 200 Usuarios Simultáneos	1197	START	1759981993706	1759981993706
REQUEST	1190		Login Request	1759981993377	1759981993720	OK	 
REQUEST	1177		Get Accounts Request	1759981993594	1759981993738	OK	 
REQUEST	1176		Get Accounts Request	1759981993594	1759981993752	OK	 
REQUEST	1191		Login Request	1759981993427	1759981993755	OK	 
REQUEST	1166		Get Account Statement Request	1759981993625	1759981993756	OK	 
