ASSERTION	AAEDAAECAQAAAAAAAECfQA==
ASSERTION	AAEDAAEBAQAAAAAAAIizQA==
ASSERTION	AAECAAIBAAAAAAAAAPA/
RUN	parabank.LoginTest	logintest	1759980374664	 	3.3.1
USER	Login Test - Carga Pico	461	START	1759980396081	1759980396081
REQUEST	455		Login Request	1759980395775	1759980396107	OK	 
USER	Login Test - Carga Pico	455	END	1759980395774	1759980396108
USER	Login Test - Carga Pico	462	START	1759980396127	1759980396127
REQUEST	441		Login Request	1759980395805	1759980396138	OK	 
USER	Login Test - Carga Normal	441	END	1759980395805	1759980396139
USER	Login Test - Carga Normal	445	START	1759980396157	1759980396157
USER	Login Test - Carga Pico	463	START	1759980396174	1759980396174
REQUEST	456		Login Request	1759980395825	1759980396225	OK	 
USER	Login Test - Carga Pico	456	END	1759980395824	1759980396226
USER	Login Test - Carga Pico	464	START	1759980396235	1759980396235
USER	Login Test - Carga Normal	446	START	1759980396250	1759980396250
REQUEST	457		Login Request	1759980395881	1759980396257	OK	 
USER	Login Test - Carga Pico	457	END	1759980395880	1759980396257
REQUEST	442		Login Request	1759980395885	1759980396272	OK	 
USER	Login Test - Carga Normal	442	END	1759980395884	1759980396273
USER	Login Test - Carga Pico	465	START	1759980396281	1759980396281
REQUEST	458		Login Request	1759980395926	1759980396289	OK	 
USER	Login Test - Carga Pico	458	END	1759980395926	1759980396290
USER	Login Test - Carga Pico	466	START	1759980396327	1759980396327
USER	Login Test - Carga Normal	447	START	1759980396342	1759980396342
REQUEST	444		Login Request	1759980396066	1759980396347	OK	 
USER	Login Test - Carga Normal	444	END	1759980396066	1759980396348
REQUEST	443		Login Request	1759980395975	1759980396348	OK	 
USER	Login Test - Carga Normal	443	END	1759980395974	1759980396349
REQUEST	459		Login Request	1759980395975	1759980396353	OK	 
USER	Login Test - Carga Pico	459	END	1759980395974	1759980396353
USER	Login Test - Carga Pico	467	START	1759980396374	1759980396374
USER	Login Test - Carga Pico	468	START	1759980396434	1759980396434
USER	Login Test - Carga Normal	448	START	1759980396434	1759980396434
REQUEST	461		Login Request	1759980396081	1759980396472	OK	 
USER	Login Test - Carga Pico	461	END	1759980396081	1759980396473
USER	Login Test - Carga Pico	481	START	1759980396484	1759980396484
USER	Login Test - Carga Normal	469	START	1759980396514	1759980396514
REQUEST	464		Login Request	1759980396236	1759980396521	OK	 
USER	Login Test - Carga Pico	464	END	1759980396235	1759980396522
REQUEST	445		Login Request	1759980396157	1759980396526	OK	 
USER	Login Test - Carga Normal	445	END	1759980396157	1759980396527
USER	Login Test - Carga Pico	482	START	1759980396541	1759980396541
REQUEST	463		Login Request	1759980396175	1759980396559	OK	 
USER	Login Test - Carga Pico	463	END	1759980396174	1759980396560
REQUEST	465		Login Request	1759980396282	1759980396566	OK	 
USER	Login Test - Carga Pico	465	END	1759980396281	1759980396567
USER	Login Test - Carga Pico	483	START	1759980396587	1759980396587
USER	Login Test - Carga Normal	470	START	1759980396603	1759980396603
REQUEST	447		Login Request	1759980396343	1759980396633	OK	 
USER	Login Test - Carga Normal	447	END	1759980396342	1759980396634
USER	Login Test - Carga Pico	484	START	1759980396634	1759980396634
REQUEST	446		Login Request	1759980396251	1759980396661	OK	 
REQUEST	466		Login Request	1759980396327	1759980396661	OK	 
USER	Login Test - Carga Normal	446	END	1759980396250	1759980396661
USER	Login Test - Carga Pico	466	END	1759980396327	1759980396661
REQUEST	462		Login Request	1759980396128	1759980396669	OK	 
USER	Login Test - Carga Pico	462	END	1759980396127	1759980396669
REQUEST	460		Login Request	1759980396025	1759980396676	OK	 
USER	Login Test - Carga Pico	460	END	1759980396024	1759980396677
USER	Login Test - Carga Normal	471	START	1759980396684	1759980396684
USER	Login Test - Carga Pico	485	START	1759980396684	1759980396684
REQUEST	468		Login Request	1759980396434	1759980396728	OK	 
USER	Login Test - Carga Pico	468	END	1759980396434	1759980396728
USER	Login Test - Carga Pico	486	START	1759980396741	1759980396741
USER	Login Test - Carga Normal	472	START	1759980396772	1759980396772
REQUEST	448		Login Request	1759980396434	1759980396776	OK	 
USER	Login Test - Carga Normal	448	END	1759980396434	1759980396777
USER	Login Test - Carga Pico	487	START	1759980396787	1759980396787
REQUEST	469		Login Request	1759980396515	1759980396805	OK	 
USER	Login Test - Carga Normal	469	END	1759980396514	1759980396805
REQUEST	481		Login Request	1759980396485	1759980396817	OK	 
USER	Login Test - Carga Pico	481	END	1759980396484	1759980396818
REQUEST	482		Login Request	1759980396542	1759980396827	OK	 
USER	Login Test - Carga Pico	482	END	1759980396541	1759980396827
USER	Login Test - Carga Pico	488	START	1759980396834	1759980396834
USER	Login Test - Carga Normal	473	START	1759980396848	1759980396848
USER	Login Test - Carga Pico	489	START	1759980396894	1759980396894
REQUEST	483		Login Request	1759980396588	1759980396920	OK	 
USER	Login Test - Carga Pico	483	END	1759980396587	1759980396921
REQUEST	470		Login Request	1759980396604	1759980396939	OK	 
USER	Login Test - Carga Normal	470	END	1759980396603	1759980396940
USER	Login Test - Carga Pico	490	START	1759980396940	1759980396940
USER	Login Test - Carga Normal	474	START	1759980396940	1759980396940
USER	Login Test - Carga Pico	491	START	1759980396985	1759980396985
REQUEST	484		Login Request	1759980396635	1759980397016	OK	 
USER	Login Test - Carga Normal	475	START	1759980397016	1759980397016
USER	Login Test - Carga Pico	484	END	1759980396634	1759980397017
USER	Login Test - Carga Pico	492	START	1759980397034	1759980397034
REQUEST	485		Login Request	1759980396685	1759980397065	OK	 
USER	Login Test - Carga Pico	485	END	1759980396684	1759980397066
REQUEST	471		Login Request	1759980396685	1759980397069	OK	 
USER	Login Test - Carga Normal	471	END	1759980396684	1759980397069
REQUEST	487		Login Request	1759980396787	1759980397079	OK	 
USER	Login Test - Carga Pico	487	END	1759980396787	1759980397079
USER	Login Test - Carga Pico	493	START	1759980397091	1759980397091
USER	Login Test - Carga Normal	476	START	1759980397094	1759980397094
REQUEST	473		Login Request	1759980396849	1759980397134	OK	 
USER	Login Test - Carga Normal	473	END	1759980396848	1759980397135
USER	Login Test - Carga Pico	494	START	1759980397138	1759980397138
REQUEST	486		Login Request	1759980396741	1759980397142	OK	 
USER	Login Test - Carga Pico	486	END	1759980396741	1759980397142
REQUEST	472		Login Request	1759980396773	1759980397150	OK	 
USER	Login Test - Carga Normal	472	END	1759980396772	1759980397150
REQUEST	488		Login Request	1759980396835	1759980397181	OK	 
USER	Login Test - Carga Pico	488	END	1759980396834	1759980397182
USER	Login Test - Carga Normal	477	START	1759980397184	1759980397184
USER	Login Test - Carga Pico	495	START	1759980397184	1759980397184
REQUEST	489		Login Request	1759980396895	1759980397224	OK	 
USER	Login Test - Carga Pico	489	END	1759980396894	1759980397225
REQUEST	490		Login Request	1759980396940	1759980397234	OK	 
USER	Login Test - Carga Pico	490	END	1759980396940	1759980397235
USER	Login Test - Carga Pico	496	START	1759980397243	1759980397243
REQUEST	491		Login Request	1759980396986	1759980397270	OK	 
USER	Login Test - Carga Pico	491	END	1759980396985	1759980397271
USER	Login Test - Carga Normal	478	START	1759980397274	1759980397274
REQUEST	474		Login Request	1759980396940	1759980397283	OK	 
USER	Login Test - Carga Normal	474	END	1759980396940	1759980397284
USER	Login Test - Carga Pico	497	START	1759980397289	1759980397289
USER	Login Test - Carga Pico	498	START	1759980397336	1759980397336
USER	Login Test - Carga Normal	479	START	1759980397351	1759980397351
USER	Login Test - Carga Pico	499	START	1759980397384	1759980397384
REQUEST	475		Login Request	1759980397016	1759980397397	OK	 
USER	Login Test - Carga Normal	475	END	1759980397016	1759980397397
REQUEST	492		Login Request	1759980397035	1759980397407	OK	 
USER	Login Test - Carga Pico	492	END	1759980397034	1759980397408
REQUEST	493		Login Request	1759980397091	1759980397425	OK	 
USER	Login Test - Carga Pico	493	END	1759980397091	1759980397425
USER	Login Test - Carga Pico	500	START	1759980397444	1759980397444
USER	Login Test - Carga Normal	480	START	1759980397444	1759980397444
REQUEST	495		Login Request	1759980397185	1759980397474	OK	 
USER	Login Test - Carga Pico	495	END	1759980397184	1759980397474
REQUEST	476		Login Request	1759980397095	1759980397475	OK	 
USER	Login Test - Carga Pico	513	START	1759980397475	1759980397475
USER	Login Test - Carga Normal	476	END	1759980397094	1759980397476
REQUEST	494		Login Request	1759980397139	1759980397478	OK	 
USER	Login Test - Carga Pico	494	END	1759980397138	1759980397479
USER	Login Test - Carga Normal	501	START	1759980397521	1759980397521
REQUEST	477		Login Request	1759980397185	1759980397523	OK	 
USER	Login Test - Carga Normal	477	END	1759980397184	1759980397523
USER	Login Test - Carga Pico	514	START	1759980397524	1759980397524
REQUEST	496		Login Request	1759980397244	1759980397577	OK	 
USER	Login Test - Carga Pico	496	END	1759980397243	1759980397577
USER	Login Test - Carga Pico	515	START	1759980397582	1759980397582
USER	Login Test - Carga Normal	502	START	1759980397597	1759980397597
USER	Login Test - Carga Pico	516	START	1759980397627	1759980397627
REQUEST	497		Login Request	1759980397290	1759980397629	OK	 
USER	Login Test - Carga Pico	497	END	1759980397289	1759980397629
REQUEST	478		Login Request	1759980397274	1759980397644	OK	 
USER	Login Test - Carga Normal	478	END	1759980397274	1759980397645
REQUEST	498		Login Request	1759980397336	1759980397668	OK	 
USER	Login Test - Carga Pico	498	END	1759980397336	1759980397669
USER	Login Test - Carga Pico	517	START	1759980397673	1759980397673
USER	Login Test - Carga Normal	503	START	1759980397689	1759980397689
USER	Login Test - Carga Pico	518	START	1759980397720	1759980397720
REQUEST	499		Login Request	1759980397385	1759980397726	OK	 
USER	Login Test - Carga Pico	499	END	1759980397384	1759980397727
REQUEST	479		Login Request	1759980397352	1759980397736	OK	 
USER	Login Test - Carga Normal	479	END	1759980397351	1759980397737
USER	Login Test - Carga Pico	519	START	1759980397766	1759980397766
USER	Login Test - Carga Normal	504	START	1759980397766	1759980397766
REQUEST	500		Login Request	1759980397444	1759980397778	OK	 
USER	Login Test - Carga Pico	500	END	1759980397444	1759980397778
REQUEST	513		Login Request	1759980397475	1759980397800	OK	 
USER	Login Test - Carga Pico	513	END	1759980397475	1759980397801
REQUEST	501		Login Request	1759980397522	1759980397802	OK	 
USER	Login Test - Carga Normal	501	END	1759980397521	1759980397803
USER	Login Test - Carga Pico	520	START	1759980397814	1759980397814
REQUEST	480		Login Request	1759980397444	1759980397829	OK	 
USER	Login Test - Carga Normal	480	END	1759980397444	1759980397829
USER	Login Test - Carga Normal	505	START	1759980397844	1759980397844
USER	Login Test - Carga Pico	521	START	1759980397858	1759980397858
REQUEST	514		Login Request	1759980397525	1759980397863	OK	 
USER	Login Test - Carga Pico	514	END	1759980397524	1759980397863
USER	Login Test - Carga Pico	522	START	1759980397904	1759980397904
REQUEST	516		Login Request	1759980397628	1759980397925	OK	 
REQUEST	515		Login Request	1759980397583	1759980397925	OK	 
USER	Login Test - Carga Pico	515	END	1759980397582	1759980397926
USER	Login Test - Carga Pico	516	END	1759980397627	1759980397926
USER	Login Test - Carga Normal	506	START	1759980397934	1759980397934
REQUEST	502		Login Request	1759980397598	1759980397937	OK	 
USER	Login Test - Carga Normal	502	END	1759980397597	1759980397937
USER	Login Test - Carga Pico	523	START	1759980397954	1759980397954
USER	Login Test - Carga Pico	524	START	1759980398010	1759980398010
USER	Login Test - Carga Normal	507	START	1759980398014	1759980398014
REQUEST	517		Login Request	1759980397674	1759980398015	OK	 
USER	Login Test - Carga Pico	517	END	1759980397673	1759980398016
REQUEST	503		Login Request	1759980397689	1759980398017	OK	 
USER	Login Test - Carga Normal	503	END	1759980397689	1759980398018
REQUEST	518		Login Request	1759980397720	1759980398047	OK	 
USER	Login Test - Carga Pico	518	END	1759980397720	1759980398048
USER	Login Test - Carga Pico	525	START	1759980398057	1759980398057
REQUEST	519		Login Request	1759980397766	1759980398098	OK	 
USER	Login Test - Carga Pico	519	END	1759980397766	1759980398098
USER	Login Test - Carga Normal	508	START	1759980398103	1759980398103
USER	Login Test - Carga Pico	526	START	1759980398103	1759980398103
REQUEST	520		Login Request	1759980397815	1759980398112	OK	 
USER	Login Test - Carga Pico	520	END	1759980397814	1759980398113
REQUEST	504		Login Request	1759980397766	1759980398148	OK	 
USER	Login Test - Carga Normal	504	END	1759980397766	1759980398149
USER	Login Test - Carga Pico	527	START	1759980398150	1759980398150
REQUEST	505		Login Request	1759980397845	1759980398177	OK	 
USER	Login Test - Carga Normal	505	END	1759980397844	1759980398178
USER	Login Test - Carga Normal	509	START	1759980398184	1759980398184
USER	Login Test - Carga Pico	528	START	1759980398197	1759980398197
USER	Login Test - Carga Pico	529	START	1759980398244	1759980398244
REQUEST	522		Login Request	1759980397905	1759980398246	OK	 
USER	Login Test - Carga Pico	522	END	1759980397904	1759980398247
REQUEST	521		Login Request	1759980397859	1759980398250	OK	 
USER	Login Test - Carga Pico	521	END	1759980397858	1759980398251
USER	Login Test - Carga Normal	510	START	1759980398273	1759980398273
REQUEST	506		Login Request	1759980397935	1759980398275	OK	 
USER	Login Test - Carga Normal	506	END	1759980397934	1759980398276
USER	Login Test - Carga Pico	530	START	1759980398288	1759980398288
REQUEST	523		Login Request	1759980397955	1759980398297	OK	 
REQUEST	524		Login Request	1759980398011	1759980398297	OK	 
USER	Login Test - Carga Pico	524	END	1759980398010	1759980398298
USER	Login Test - Carga Pico	523	END	1759980397954	1759980398298
USER	Login Test - Carga Pico	531	START	1759980398334	1759980398334
REQUEST	525		Login Request	1759980398058	1759980398341	OK	 
USER	Login Test - Carga Pico	525	END	1759980398057	1759980398342
REQUEST	507		Login Request	1759980398015	1759980398348	OK	 
USER	Login Test - Carga Normal	507	END	1759980398014	1759980398349
USER	Login Test - Carga Normal	511	START	1759980398349	1759980398349
USER	Login Test - Carga Pico	532	START	1759980398394	1759980398394
REQUEST	508		Login Request	1759980398104	1759980398396	OK	 
USER	Login Test - Carga Normal	508	END	1759980398103	1759980398397
REQUEST	526		Login Request	1759980398104	1759980398398	OK	 
USER	Login Test - Carga Pico	526	END	1759980398103	1759980398398
USER	Login Test - Carga Pico	533	START	1759980398439	1759980398439
USER	Login Test - Carga Normal	512	START	1759980398439	1759980398439
USER	Login Test - Carga Pico	547	START	1759980398456	1759980398456
REQUEST	527		Login Request	1759980398151	1759980398485	OK	 
USER	Login Test - Carga Pico	527	END	1759980398150	1759980398486
USER	Login Test - Carga Normal	534	START	1759980398504	1759980398504
REQUEST	509		Login Request	1759980398185	1759980398516	OK	 
USER	Login Test - Carga Normal	509	END	1759980398184	1759980398516
USER	Login Test - Carga Pico	548	START	1759980398532	1759980398532
REQUEST	528		Login Request	1759980398198	1759980398536	OK	 
USER	Login Test - Carga Pico	528	END	1759980398197	1759980398537
REQUEST	510		Login Request	1759980398274	1759980398572	OK	 
USER	Login Test - Carga Normal	510	END	1759980398273	1759980398573
USER	Login Test - Carga Pico	549	START	1759980398579	1759980398579
USER	Login Test - Carga Normal	535	START	1759980398595	1759980398595
REQUEST	529		Login Request	1759980398245	1759980398626	OK	 
USER	Login Test - Carga Pico	550	START	1759980398627	1759980398627
USER	Login Test - Carga Pico	529	END	1759980398244	1759980398627
REQUEST	511		Login Request	1759980398350	1759980398633	OK	 
USER	Login Test - Carga Normal	511	END	1759980398349	1759980398634
REQUEST	530		Login Request	1759980398288	1759980398663	OK	 
USER	Login Test - Carga Pico	530	END	1759980398288	1759980398663
USER	Login Test - Carga Pico	551	START	1759980398672	1759980398672
USER	Login Test - Carga Normal	536	START	1759980398672	1759980398672
REQUEST	531		Login Request	1759980398335	1759980398683	OK	 
USER	Login Test - Carga Pico	531	END	1759980398334	1759980398684
REQUEST	532		Login Request	1759980398395	1759980398688	OK	 
USER	Login Test - Carga Pico	532	END	1759980398394	1759980398689
USER	Login Test - Carga Pico	552	START	1759980398718	1759980398718
REQUEST	512		Login Request	1759980398440	1759980398719	OK	 
USER	Login Test - Carga Normal	512	END	1759980398439	1759980398720
USER	Login Test - Carga Normal	537	START	1759980398734	1759980398734
USER	Login Test - Carga Pico	553	START	1759980398764	1759980398764
REQUEST	547		Login Request	1759980398456	1759980398787	OK	 
USER	Login Test - Carga Pico	547	END	1759980398456	1759980398787
USER	Login Test - Carga Normal	538	START	1759980398814	1759980398814
USER	Login Test - Carga Pico	554	START	1759980398814	1759980398814
REQUEST	533		Login Request	1759980398440	1759980398818	OK	 
USER	Login Test - Carga Pico	533	END	1759980398439	1759980398818
REQUEST	534		Login Request	1759980398505	1759980398838	OK	 
USER	Login Test - Carga Normal	534	END	1759980398504	1759980398839
USER	Login Test - Carga Pico	555	START	1759980398856	1759980398856
USER	Login Test - Carga Normal	539	START	1759980398902	1759980398902
USER	Login Test - Carga Pico	556	START	1759980398904	1759980398904
REQUEST	548		Login Request	1759980398533	1759980398921	OK	 
USER	Login Test - Carga Pico	548	END	1759980398532	1759980398922
REQUEST	535		Login Request	1759980398596	1759980398936	OK	 
USER	Login Test - Carga Normal	535	END	1759980398595	1759980398937
USER	Login Test - Carga Pico	557	START	1759980398954	1759980398954
REQUEST	550		Login Request	1759980398627	1759980398961	OK	 
USER	Login Test - Carga Pico	550	END	1759980398627	1759980398962
USER	Login Test - Carga Normal	540	START	1759980398965	1759980398965
REQUEST	549		Login Request	1759980398579	1759980398967	OK	 
USER	Login Test - Carga Pico	549	END	1759980398579	1759980398967
REQUEST	536		Login Request	1759980398672	1759980398993	OK	 
USER	Login Test - Carga Normal	536	END	1759980398672	1759980398993
USER	Login Test - Carga Pico	558	START	1759980399010	1759980399010
REQUEST	537		Login Request	1759980398735	1759980399034	OK	 
USER	Login Test - Carga Normal	537	END	1759980398734	1759980399034
USER	Login Test - Carga Normal	541	START	1759980399044	1759980399044
REQUEST	552		Login Request	1759980398719	1759980399052	OK	 
USER	Login Test - Carga Pico	552	END	1759980398718	1759980399052
REQUEST	551		Login Request	1759980398672	1759980399053	OK	 
USER	Login Test - Carga Pico	551	END	1759980398672	1759980399053
USER	Login Test - Carga Pico	559	START	1759980399058	1759980399058
USER	Login Test - Carga Pico	560	START	1759980399103	1759980399103
USER	Login Test - Carga Normal	542	START	1759980399135	1759980399135
REQUEST	554		Login Request	1759980398815	1759980399136	OK	 
USER	Login Test - Carga Pico	554	END	1759980398814	1759980399137
REQUEST	553		Login Request	1759980398765	1759980399143	OK	 
USER	Login Test - Carga Pico	553	END	1759980398764	1759980399143
USER	Login Test - Carga Pico	561	START	1759980399149	1759980399149
REQUEST	467		Login Request	1759980396375	1759980399152	OK	 
USER	Login Test - Carga Pico	467	END	1759980396374	1759980399152
REQUEST	538		Login Request	1759980398815	1759980399156	OK	 
USER	Login Test - Carga Normal	538	END	1759980398814	1759980399157
USER	Login Test - Carga Pico	562	START	1759980399195	1759980399195
REQUEST	555		Login Request	1759980398856	1759980399207	OK	 
USER	Login Test - Carga Pico	555	END	1759980398856	1759980399208
USER	Login Test - Carga Normal	543	START	1759980399211	1759980399211
USER	Login Test - Carga Pico	563	START	1759980399244	1759980399244
USER	Login Test - Carga Normal	544	START	1759980399274	1759980399274
USER	Login Test - Carga Pico	564	START	1759980399288	1759980399288
REQUEST	557		Login Request	1759980398955	1759980399300	OK	 
USER	Login Test - Carga Pico	557	END	1759980398954	1759980399301
USER	Login Test - Carga Pico	565	START	1759980399334	1759980399334
USER	Login Test - Carga Normal	545	START	1759980399363	1759980399363
REQUEST	540		Login Request	1759980398966	1759980399377	OK	 
USER	Login Test - Carga Normal	540	END	1759980398965	1759980399378
USER	Login Test - Carga Pico	566	START	1759980399393	1759980399393
REQUEST	541		Login Request	1759980399045	1759980399399	OK	 
REQUEST	559		Login Request	1759980399058	1759980399399	OK	 
USER	Login Test - Carga Normal	541	END	1759980399044	1759980399399
USER	Login Test - Carga Pico	559	END	1759980399058	1759980399399
REQUEST	558		Login Request	1759980399011	1759980399400	OK	 
USER	Login Test - Carga Pico	558	END	1759980399010	1759980399400
USER	Login Test - Carga Normal	546	START	1759980399440	1759980399440
USER	Login Test - Carga Pico	567	START	1759980399440	1759980399440
REQUEST	560		Login Request	1759980399104	1759980399442	OK	 
USER	Login Test - Carga Pico	560	END	1759980399103	1759980399443
REQUEST	562		Login Request	1759980399196	1759980399473	OK	 
USER	Login Test - Carga Pico	562	END	1759980399195	1759980399474
USER	Login Test - Carga Pico	568	START	1759980399474	1759980399474
USER	Login Test - Carga Normal	569	START	1759980399505	1759980399505
REQUEST	561		Login Request	1759980399150	1759980399519	OK	 
REQUEST	542		Login Request	1759980399135	1759980399519	OK	 
USER	Login Test - Carga Normal	542	END	1759980399135	1759980399519
USER	Login Test - Carga Pico	561	END	1759980399149	1759980399519
USER	Login Test - Carga Pico	582	START	1759980399532	1759980399532
REQUEST	543		Login Request	1759980399212	1759980399546	OK	 
USER	Login Test - Carga Normal	543	END	1759980399211	1759980399547
USER	Login Test - Carga Pico	583	START	1759980399564	1759980399564
REQUEST	563		Login Request	1759980399245	1759980399574	OK	 
USER	Login Test - Carga Pico	563	END	1759980399244	1759980399574
REQUEST	564		Login Request	1759980399289	1759980399585	OK	 
USER	Login Test - Carga Pico	564	END	1759980399288	1759980399586
USER	Login Test - Carga Normal	570	START	1759980399592	1759980399592
REQUEST	544		Login Request	1759980399275	1759980399609	OK	 
USER	Login Test - Carga Normal	544	END	1759980399274	1759980399610
USER	Login Test - Carga Pico	584	START	1759980399623	1759980399623
USER	Login Test - Carga Pico	585	START	1759980399654	1759980399654
USER	Login Test - Carga Normal	571	START	1759980399669	1759980399669
USER	Login Test - Carga Pico	586	START	1759980399704	1759980399704
REQUEST	545		Login Request	1759980399363	1759980399706	OK	 
USER	Login Test - Carga Normal	545	END	1759980399363	1759980399707
REQUEST	565		Login Request	1759980399335	1759980399717	OK	 
USER	Login Test - Carga Pico	565	END	1759980399334	1759980399718
REQUEST	566		Login Request	1759980399394	1759980399725	OK	 
USER	Login Test - Carga Pico	566	END	1759980399393	1759980399726
REQUEST	546		Login Request	1759980399440	1759980399729	OK	 
USER	Login Test - Carga Normal	546	END	1759980399440	1759980399729
USER	Login Test - Carga Normal	572	START	1759980399734	1759980399734
USER	Login Test - Carga Pico	587	START	1759980399746	1759980399746
REQUEST	567		Login Request	1759980399440	1759980399789	OK	 
USER	Login Test - Carga Pico	567	END	1759980399440	1759980399790
USER	Login Test - Carga Pico	588	START	1759980399794	1759980399794
REQUEST	568		Login Request	1759980399475	1759980399807	OK	 
USER	Login Test - Carga Pico	568	END	1759980399474	1759980399808
USER	Login Test - Carga Normal	573	START	1759980399823	1759980399823
REQUEST	569		Login Request	1759980399505	1759980399842	OK	 
USER	Login Test - Carga Normal	569	END	1759980399505	1759980399842
USER	Login Test - Carga Pico	589	START	1759980399854	1759980399854
USER	Login Test - Carga Pico	590	START	1759980399884	1759980399884
USER	Login Test - Carga Normal	574	START	1759980399900	1759980399900
REQUEST	583		Login Request	1759980399565	1759980399903	OK	 
USER	Login Test - Carga Pico	583	END	1759980399564	1759980399903
REQUEST	582		Login Request	1759980399533	1759980399912	OK	 
USER	Login Test - Carga Pico	582	END	1759980399532	1759980399913
USER	Login Test - Carga Pico	591	START	1759980399934	1759980399934
REQUEST	585		Login Request	1759980399655	1759980399938	OK	 
USER	Login Test - Carga Pico	585	END	1759980399654	1759980399939
REQUEST	584		Login Request	1759980399623	1759980399951	OK	 
USER	Login Test - Carga Pico	584	END	1759980399623	1759980399952
REQUEST	570		Login Request	1759980399593	1759980399963	OK	 
USER	Login Test - Carga Normal	570	END	1759980399592	1759980399964
USER	Login Test - Carga Normal	575	START	1759980399977	1759980399977
USER	Login Test - Carga Pico	592	START	1759980399977	1759980399977
REQUEST	571		Login Request	1759980399670	1759980399992	OK	 
USER	Login Test - Carga Normal	571	END	1759980399669	1759980399993
REQUEST	586		Login Request	1759980399705	1759980400002	OK	 
USER	Login Test - Carga Pico	586	END	1759980399704	1759980400002
USER	Login Test - Carga Pico	593	START	1759980400024	1759980400024
REQUEST	587		Login Request	1759980399746	1759980400034	OK	 
USER	Login Test - Carga Pico	587	END	1759980399746	1759980400035
USER	Login Test - Carga Normal	576	START	1759980400054	1759980400054
USER	Login Test - Carga Pico	594	START	1759980400069	1759980400069
USER	Login Test - Carga Pico	595	START	1759980400115	1759980400115
REQUEST	588		Login Request	1759980399795	1759980400123	OK	 
USER	Login Test - Carga Pico	588	END	1759980399794	1759980400123
REQUEST	572		Login Request	1759980399735	1759980400123	OK	 
USER	Login Test - Carga Normal	572	END	1759980399734	1759980400124
USER	Login Test - Carga Normal	577	START	1759980400131	1759980400131
REQUEST	573		Login Request	1759980399823	1759980400156	OK	 
USER	Login Test - Carga Normal	573	END	1759980399823	1759980400157
USER	Login Test - Carga Pico	596	START	1759980400162	1759980400162
REQUEST	589		Login Request	1759980399854	1759980400187	OK	 
REQUEST	590		Login Request	1759980399885	1759980400187	OK	 
USER	Login Test - Carga Pico	589	END	1759980399854	1759980400187
USER	Login Test - Carga Pico	590	END	1759980399884	1759980400187
USER	Login Test - Carga Pico	597	START	1759980400209	1759980400209
USER	Login Test - Carga Normal	578	START	1759980400209	1759980400209
USER	Login Test - Carga Pico	598	START	1759980400253	1759980400253
REQUEST	574		Login Request	1759980399901	1759980400276	OK	 
USER	Login Test - Carga Normal	574	END	1759980399900	1759980400276
USER	Login Test - Carga Normal	579	START	1759980400284	1759980400284
USER	Login Test - Carga Pico	599	START	1759980400299	1759980400299
REQUEST	575		Login Request	1759980399978	1759980400307	OK	 
USER	Login Test - Carga Normal	575	END	1759980399977	1759980400307
REQUEST	592		Login Request	1759980399978	1759980400309	OK	 
USER	Login Test - Carga Pico	592	END	1759980399977	1759980400310
REQUEST	591		Login Request	1759980399935	1759980400313	OK	 
USER	Login Test - Carga Pico	591	END	1759980399934	1759980400313
USER	Login Test - Carga Pico	600	START	1759980400345	1759980400345
REQUEST	593		Login Request	1759980400025	1759980400349	OK	 
USER	Login Test - Carga Pico	593	END	1759980400024	1759980400349
USER	Login Test - Carga Normal	580	START	1759980400361	1759980400361
USER	Login Test - Carga Pico	601	START	1759980400392	1759980400392
REQUEST	576		Login Request	1759980400054	1759980400398	OK	 
USER	Login Test - Carga Normal	576	END	1759980400054	1759980400398
USER	Login Test - Carga Pico	602	START	1759980400437	1759980400437
USER	Login Test - Carga Normal	581	START	1759980400437	1759980400437
REQUEST	595		Login Request	1759980400116	1759980400443	OK	 
USER	Login Test - Carga Pico	595	END	1759980400115	1759980400444
REQUEST	594		Login Request	1759980400069	1759980400450	OK	 
USER	Login Test - Carga Pico	594	END	1759980400069	1759980400451
USER	Login Test - Carga Pico	616	START	1759980400454	1759980400454
USER	Login Test - Carga Normal	603	START	1759980400485	1759980400485
REQUEST	596		Login Request	1759980400162	1759980400489	OK	 
USER	Login Test - Carga Pico	596	END	1759980400162	1759980400490
USER	Login Test - Carga Pico	617	START	1759980400504	1759980400504
REQUEST	577		Login Request	1759980400131	1759980400513	OK	 
USER	Login Test - Carga Normal	577	END	1759980400131	1759980400514
USER	Login Test - Carga Pico	618	START	1759980400547	1759980400547
REQUEST	597		Login Request	1759980400209	1759980400552	OK	 
REQUEST	578		Login Request	1759980400209	1759980400552	OK	 
USER	Login Test - Carga Pico	597	END	1759980400209	1759980400553
USER	Login Test - Carga Normal	578	END	1759980400209	1759980400553
USER	Login Test - Carga Normal	604	START	1759980400565	1759980400565
REQUEST	579		Login Request	1759980400285	1759980400588	OK	 
USER	Login Test - Carga Normal	579	END	1759980400284	1759980400589
USER	Login Test - Carga Pico	619	START	1759980400594	1759980400594
REQUEST	600		Login Request	1759980400346	1759980400632	OK	 
REQUEST	599		Login Request	1759980400300	1759980400632	OK	 
USER	Login Test - Carga Pico	600	END	1759980400345	1759980400633
USER	Login Test - Carga Pico	599	END	1759980400299	1759980400633
USER	Login Test - Carga Pico	620	START	1759980400640	1759980400640
USER	Login Test - Carga Normal	605	START	1759980400644	1759980400644
